id_murid,id_tutor,topik_match,gaya_match,metode_match,time_overlap,murid_flexible,tutor_flexible,feedback_score,average_rating_tutor,total_jam_ngajar_tutor,pernah_gagal
M0702,T0628,True,True,True,False,False,False,-1.8333575355446976,0.2726141130868641,1.201971516374306,True
M0736,T0111,True,True,True,False,False,True,0.2503681311780429,0.6032347252211451,1.348170927158209,False
M0254,T0945,True,True,True,False,False,True,0.771299547858728,1.49069005252895,-0.5706963393805166,False
M0661,T0599,True,True,True,False,False,False,-1.8333575355446976,-1.6589063051712998,-0.00417362259289287,True
M0370,T0470,True,True,True,False,False,True,0.2503681311780429,-1.6067030506237823,-1.6306420675638127,False
M0763,T0334,True,True,True,False,True,True,0.771299547858728,0.22041085853934572,-0.8265453082523467,False
M0348,T0725,True,True,True,False,False,True,0.771299547858728,1.5776954767748128,1.7228069172919602,False
M0538,T0938,True,True,True,False,True,False,0.2503681311780429,0.9164542525062523,-1.0732568139501828,False
M0247,T0184,True,True,True,False,True,True,0.771299547858728,0.6380368949194897,0.05065115645107072,False
M0209,T0881,True,True,True,False,False,False,-1.8333575355446976,-0.45823145057838705,-1.457030267257928,True
M0473,T0954,True,True,True,False,True,False,0.2503681311780429,1.6647009010206757,-1.1737689088641161,False
M0010,T0124,True,True,True,False,True,False,0.771299547858728,0.7946466585620433,-0.515871560336553,False
M0729,T0085,True,True,True,False,False,True,0.2503681311780429,0.4640260464277638,1.859868864901869,True
M0816,T0153,True,True,True,False,True,False,0.771299547858728,-1.3630878627353649,0.5349367046727491,False
M0845,T0179,True,True,True,False,False,True,0.771299547858728,1.6472998161715036,-0.20519781242075935,False
M0357,T0079,True,True,True,False,True,True,0.2503681311780429,-1.1368737596961207,-0.6437960447724681,False
M0963,T0201,False,False,False,False,False,False,-1.8333575355446976,-1.1716759293944659,-1.0732568139501828,True
M0076,T0819,True,True,True,False,False,True,0.2503681311780429,0.7076412343161803,1.4943703379421118,False
M0411,T0627,True,True,True,False,False,False,-1.8333575355446976,-1.6241041354729544,1.0557721055904032,True
M0294,T0145,False,False,False,False,False,True,-1.8333575355446976,0.7946466585620433,-1.4661677304319218,True
M0028,T0510,False,False,False,False,False,False,-1.8333575355446976,-0.4060281960308687,-1.5575423621718611,True
M0182,T0857,True,True,True,False,True,False,0.771299547858728,1.6821019858698496,-1.5301299726498794,False
M0815,T0790,True,True,True,False,False,True,0.2503681311780429,1.5428933070764683,0.6628611891086641,False
M0454,T0799,True,True,True,False,False,False,-1.8333575355446976,1.716904155568194,1.8415939385538813,True
M0706,T0842,True,True,True,False,True,False,0.771299547858728,-1.6241041354729544,1.6862570645959845,False
M0005,T0764,True,True,True,False,True,True,0.2503681311780429,0.06380109489679212,-0.8356827714263406,False
M0852,T0557,True,True,True,False,True,False,0.2503681311780429,0.37702062218190086,-0.9270574031662799,False
M0130,T0564,True,True,True,False,True,False,0.771299547858728,-1.049868335450257,0.16943817771299183,False
M0937,T0800,True,True,True,False,True,True,0.771299547858728,0.16820760399182888,0.004963840581101061,False
M0466,T0633,True,True,True,False,True,True,0.2503681311780429,-1.6067030506237823,0.04151369327707679,False
M0764,T0584,True,True,True,False,False,True,0.2503681311780429,-1.0150661657519116,0.004963840581101061,False
M0151,T0388,True,True,True,False,False,True,0.771299547858728,1.1252672706963243,0.6537237259346702,False
M0869,T0433,True,True,True,False,False,True,-1.3124261188640125,1.6472998161715036,1.0923219582863788,True
M0274,T0057,True,True,True,False,True,True,0.2503681311780429,-1.5370987112270915,-0.5432839498585348,False
M0760,T0755,True,True,True,False,True,False,0.771299547858728,1.3514813737355686,-0.8356827714263406,False
M0419,T0322,True,True,True,False,False,True,0.771299547858728,1.5254922222272944,0.9552600106764699,False
M0707,T0799,True,True,True,False,True,False,0.2503681311780429,1.716904155568194,1.8415939385538813,False
M0339,T0967,True,True,True,False,True,True,0.771299547858728,1.716904155568194,1.631432285552021,False
M0908,T0077,True,True,True,False,True,True,0.2503681311780429,0.0812021797459644,1.4486830220721423,False
M0932,T0323,True,True,True,False,True,False,0.771299547858728,0.5162293009752806,1.6771196014219905,False
M0886,T0984,True,True,True,False,False,False,-1.8333575355446976,-0.26681951723748815,1.348170927158209,True
M0448,T0693,True,True,True,False,False,True,0.2503681311780429,-1.6067030506237823,1.2659337585922636,False
M0744,T0961,True,True,True,False,True,False,-1.3124261188640125,-0.858456402109358,-1.4935801199539036,True
M0864,T0500,False,False,False,False,True,False,-1.8333575355446976,-0.5104347051259047,1.7776316963359238,True
M0609,T0594,True,True,True,False,True,True,0.771299547858728,-0.8758574869585303,-0.40622200224862587,False
M0010,T0124,True,True,True,False,True,False,0.2503681311780429,0.7946466585620433,-0.515871560336553,False
M0657,T0712,True,True,True,False,False,False,-1.8333575355446976,-0.562637959673423,0.7633732840225974,True
M0977,T0684,True,True,True,False,True,False,0.771299547858728,1.4558878828306039,1.1654216636783303,False
M0333,T0928,True,True,True,False,False,True,0.2503681311780429,1.160069440394669,0.04151369327707679,False
M0731,T0492,True,True,True,False,True,True,0.2503681311780429,1.0034596767521153,0.4801119256287855,False
M0730,T0928,True,True,True,False,False,True,0.771299547858728,1.160069440394669,0.04151369327707679,False
M0214,T0476,True,True,True,False,False,True,-0.2705632855026422,-0.9976650809027393,-0.5341464866845409,True
M0621,T0353,True,True,True,False,False,False,-1.8333575355446976,1.1252672706963243,-0.4975966339885652,True
M0984,T0664,True,True,True,False,False,True,0.2503681311780429,-1.276082438489501,-0.6620709711204559,False
M0964,T0013,True,True,True,False,False,False,-1.8333575355446976,1.0904651009979782,1.1562842005043363,True
M0279,T0951,True,True,True,False,False,True,0.2503681311780429,-0.4060281960308687,-0.27829751781271084,False
M0439,T0853,True,True,True,False,True,False,0.771299547858728,0.4814271312769361,1.5126452642900998,False
M0031,T0038,True,True,True,False,False,True,0.771299547858728,0.2552130282376918,0.2973626621489069,False
M0954,T0812,True,True,True,False,False,False,-1.8333575355446976,-0.562637959673423,1.3207585376362272,True
M0720,T0413,True,True,True,False,True,True,0.771299547858728,-1.3630878627353649,1.4486830220721423,False
M0244,T0778,True,True,True,False,False,True,0.771299547858728,1.281877034338878,0.8273355262405548,False
M0097,T0485,True,True,True,False,False,True,0.771299547858728,-1.258681353640329,0.3613249043668644,False
M0210,T0641,False,False,False,False,False,False,-1.8333575355446976,0.568432555522799,0.818198063066561,True
M0861,T0916,False,False,False,False,True,False,-1.8333575355446976,-0.5974401293717684,0.3613249043668644,True
M0841,T0883,True,True,True,False,False,True,0.2503681311780429,0.2552130282376918,1.1197343478083608,False
M0181,T0627,True,True,True,False,True,False,0.771299547858728,-1.6241041354729544,1.0557721055904032,False
M0325,T0058,True,True,True,False,True,False,-0.7914947021833274,-1.258681353640329,1.476095411594124,True
M0992,T0661,False,False,False,False,False,False,-1.8333575355446976,-1.049868335450257,-0.7351706765124074,True
M0504,T0473,True,True,True,False,False,False,-1.8333575355446976,1.6472998161715036,0.14202578819101003,True
M0526,T0831,True,True,True,False,True,False,0.2503681311780429,-1.1716759293944659,-1.3839305618659765,False
M0787,T0605,True,True,True,False,False,False,-1.8333575355446976,-0.07540758389658843,-0.9270574031662799,True
M0148,T0032,True,True,True,False,True,False,0.2503681311780429,1.6298987313223312,0.16943817771299183,False
M0935,T0231,True,True,True,False,False,True,-0.7914947021833274,0.09860326459513821,-0.7717205292083831,True
M0639,T0121,True,True,True,False,False,True,0.2503681311780429,-0.8932585718077033,-1.5301299726498794,False
M0202,T0231,True,True,True,False,False,True,0.771299547858728,0.09860326459513821,-0.7717205292083831,False
M0987,T0585,True,True,True,False,False,True,0.771299547858728,-1.0324672506010846,1.6405697487260147,False
M0676,T0220,True,True,True,False,True,True,0.771299547858728,-0.754049893014322,-0.9361948663402738,False
M0363,T0972,True,True,True,False,False,True,0.771299547858728,-1.4848954566795731,-0.7351706765124074,False
M0360,T0713,True,True,True,False,True,True,0.771299547858728,0.6902401494670081,-1.6123671412158247,False
M0164,T0202,True,True,True,False,True,False,-1.3124261188640125,-0.11020975359493376,-0.9727447190362496,True
M0529,T0663,True,True,True,False,False,False,-1.8333575355446976,-0.16241300814245216,-1.4204804145619523,True
M0197,T0268,True,True,True,False,True,True,0.771299547858728,-1.049868335450257,-1.4661677304319218,False
M0755,T0417,True,True,True,False,True,False,0.771299547858728,-0.09280866874576149,1.5035078011161058,False
M0562,T0386,True,True,True,False,False,True,0.771299547858728,0.18560868884100115,0.1328883250170161,False
M0081,T0614,True,True,True,False,False,False,-1.8333575355446976,-0.9454618263552209,-1.1463565193421343,True
M0979,T0144,True,True,True,False,True,False,-1.3124261188640125,0.4118227918802454,0.8273355262405548,True
M0120,T0131,True,True,True,False,True,False,0.2503681311780429,0.864250997958734,-0.03158601211487466,False
M0108,T0214,True,True,True,False,False,True,0.771299547858728,1.5776954767748128,0.5532116310207369,False
M0024,T0086,True,True,True,False,True,False,0.2503681311780429,0.34221845248355476,1.1380092741563486,False
M0216,T0753,False,False,False,False,False,True,-1.8333575355446976,0.7598444888636987,-0.5341464866845409,True
M0968,T0651,True,True,True,False,True,True,0.2503681311780429,-1.6937084748696452,-0.525009023510547,False
M0195,T0932,False,False,False,False,True,False,-1.8333575355446976,-0.6844455536176314,1.2842086849402514,True
M0544,T0346,True,True,True,False,False,True,0.2503681311780429,-1.4848954566795731,0.43442460975881586,False
M0846,T0426,True,True,True,False,True,True,-1.3124261188640125,0.2552130282376918,1.4395455588981483,True
M0847,T0883,True,True,True,False,False,True,0.771299547858728,0.2552130282376918,1.1197343478083608,False
M0203,T0010,True,True,True,False,False,True,0.2503681311780429,-1.5544997960762639,-0.4427718549446016,False
M0606,T0376,True,True,True,False,False,True,0.2503681311780429,0.22041085853934572,0.34304997801887654,False
M0652,T0970,True,True,True,False,True,False,0.771299547858728,-1.06726942029943,0.21512549358296149,False
M0911,T0277,True,True,True,False,False,True,0.771299547858728,-1.0846705051486023,-1.3473807091700007,False
M0322,T0006,True,True,True,False,True,True,-1.3124261188640125,-0.8758574869585303,-0.525009023510547,True
M0418,T0566,True,True,True,False,False,True,0.771299547858728,-0.8758574869585303,-0.09554825433283218,False
M0233,T0117,True,True,True,False,False,True,0.771299547858728,0.44662496157859155,1.183696590026318,False
M0979,T0144,True,True,True,False,True,False,0.2503681311780429,0.4118227918802454,0.8273355262405548,True
M0538,T0356,True,True,True,False,True,False,0.771299547858728,0.06380109489679212,-0.2417476651167351,False
M0909,T0715,True,True,True,False,True,False,0.2503681311780429,-0.5974401293717684,-0.4427718549446016,False
M0568,T0708,True,True,True,False,False,True,0.771299547858728,-0.649643383919286,1.6679821382479965,False
M0743,T0915,True,True,True,False,True,False,0.771299547858728,0.04640001004761984,0.6719986522826581,False
M0787,T0769,True,True,True,False,False,True,0.2503681311780429,-1.5022965415287461,-0.5706963393805166,False
M0765,T0688,True,True,True,False,True,False,0.2503681311780429,-1.0324672506010846,0.416149683410828,False
M0104,T0465,False,False,False,False,False,False,-1.8333575355446976,-0.8410553172601849,-1.3930680250399705,True
M0428,T0440,True,True,True,False,False,False,-1.8333575355446976,1.3862835434339131,1.8233190122058933,True
M0164,T0690,True,True,True,False,True,True,0.771299547858728,-1.276082438489501,1.8233190122058933,False
M0229,T0928,True,True,True,False,False,True,0.2503681311780429,1.160069440394669,0.04151369327707679,False
M0268,T0864,True,True,True,False,False,True,0.771299547858728,0.7598444888636987,-1.1280815929941463,True
M0474,T0672,True,True,True,False,False,True,0.771299547858728,-0.5104347051259047,1.7045319909439722,False
M0744,T0543,True,True,True,False,True,True,0.2503681311780429,-0.4930336202767324,0.49838685197677335,False
M0454,T0663,True,True,True,False,False,False,-1.8333575355446976,-0.16241300814245216,-1.4204804145619523,True
M0924,T0491,True,True,True,False,False,True,0.771299547858728,-0.17981409299162443,0.46183699928079763,False
M0488,T0276,True,True,True,False,True,False,0.2503681311780429,0.568432555522799,-0.40622200224862587,False
M0843,T0095,True,True,True,False,True,False,0.771299547858728,-0.2320173475391428,1.0466346424164092,False
M0144,T0899,True,True,True,False,False,False,-1.8333575355446976,-0.9628629112043939,1.2567962954182696,True
M0512,T0849,True,True,True,False,True,False,0.2503681311780429,0.9164542525062523,-1.1189441298201526,False
M0164,T0661,True,True,True,False,True,False,0.2503681311780429,-1.049868335450257,-0.7351706765124074,False
M0915,T0549,True,True,True,False,True,False,0.771299547858728,-0.47563253542755934,0.3613249043668644,False
M0395,T0410,True,True,True,False,False,True,0.2503681311780429,-0.771450977863495,1.1562842005043363,False
M0864,T0839,True,True,True,False,True,False,-0.2705632855026422,-1.1368737596961207,-0.9270574031662799,True
M0463,T0802,True,True,True,False,False,False,-1.8333575355446976,-0.5974401293717684,1.457820485246136,True
M0837,T0812,True,True,True,False,True,False,0.771299547858728,-0.562637959673423,1.3207585376362272,False
M0731,T0051,True,True,True,False,True,False,0.771299547858728,-0.14501192329327908,1.0557721055904032,False
M0526,T0906,True,True,True,False,True,True,0.2503681311780429,-0.4930336202767324,-0.00417362259289287,False
M0908,T0517,True,True,True,False,True,False,0.771299547858728,1.49069005252895,0.5532116310207369,False
M0104,T0045,False,False,False,False,False,False,-1.8333575355446976,-0.2842206020866604,1.2842086849402514,True
M0383,T0248,True,True,True,False,False,True,0.2503681311780429,1.194871610093015,1.4121331693761665,False
M0400,T0526,True,True,True,False,True,False,0.2503681311780429,1.2992781191880503,-0.9727447190362496,False
M0125,T0666,True,True,True,False,True,False,0.771299547858728,0.16820760399182888,-0.31484737050868655,False
M0541,T0570,True,True,True,False,False,True,0.771299547858728,1.5254922222272944,-0.5615588762065227,False
M0837,T0635,True,True,True,False,True,False,0.2503681311780429,1.3862835434339131,1.348170927158209,False
M0219,T0790,True,True,True,False,False,True,-0.7914947021833274,1.5428933070764683,0.6628611891086641,True
M0024,T0545,True,True,True,False,True,True,0.771299547858728,0.7250423191653527,-1.3839305618659765,False
M0788,T0514,True,True,True,False,False,False,-1.8333575355446976,0.32481736763438246,1.1654216636783303,True
M0201,T0288,True,True,True,False,False,True,0.771299547858728,-1.3108846081878465,-1.3016933933000312,False
M0491,T0909,True,True,True,False,False,True,0.2503681311780429,1.0556629312996337,0.2242629567569554,False
M0482,T0011,True,True,True,False,False,True,0.771299547858728,1.5602943919256405,-0.3331222968566744,False
M0314,T0374,True,True,True,False,True,False,0.771299547858728,-1.1542748445452928,-0.7443081396864013,False
M0075,T0929,True,True,True,False,True,False,0.771299547858728,0.4814271312769361,-0.3239848336826805,False
M0222,T0343,True,True,True,False,False,True,0.2503681311780429,-0.6148412142209406,-0.6712084342944499,False
M0161,T0734,True,True,True,False,True,False,0.771299547858728,-1.2412802687911566,-0.8539576977743285,False
M0634,T0339,True,True,True,False,True,False,0.771299547858728,0.568432555522799,-0.5615588762065227,False
M0517,T0963,True,True,True,False,False,True,0.2503681311780429,0.8294488282603893,-0.7717205292083831,False
M0303,T0769,True,True,True,False,False,True,0.771299547858728,-1.5022965415287461,-0.5706963393805166,False
M0239,T0131,False,False,False,False,False,False,-1.8333575355446976,0.864250997958734,-0.03158601211487466,True
M0643,T0663,False,False,False,False,False,False,-1.8333575355446976,-0.16241300814245216,-1.4204804145619523,True
M0355,T0948,True,True,True,False,False,True,0.2503681311780429,-0.005803244499897772,1.8324564753798873,False
M0643,T0263,True,True,True,False,False,False,-1.8333575355446976,0.1160043494443105,-1.2925559301260372,True
M0866,T0571,True,True,True,False,True,False,0.2503681311780429,-0.3538249414833511,-0.6437960447724681,False
M0435,T0225,True,True,True,False,True,True,0.771299547858728,-0.07540758389658843,0.2973626621489069,False
M0816,T0133,True,True,True,False,True,True,0.771299547858728,0.1160043494443105,-1.6123671412158247,False
M0031,T0276,True,True,True,False,False,False,-1.8333575355446976,0.568432555522799,-0.40622200224862587,True
M0179,T0773,True,True,True,False,False,True,0.2503681311780429,-1.571900880925437,-0.7351706765124074,False
M0960,T0330,True,True,True,False,False,True,-0.2705632855026422,-0.26681951723748815,-1.594092214867837,True
M0747,T0972,True,True,True,False,False,True,0.771299547858728,-1.4848954566795731,-0.7351706765124074,False
M0762,T0584,True,True,True,False,True,True,0.2503681311780429,-1.0150661657519116,0.004963840581101061,False
M0635,T0388,True,True,True,False,False,True,0.2503681311780429,1.1252672706963243,0.6537237259346702,False
M0125,T0989,True,True,True,False,True,False,0.771299547858728,-1.4326922021320556,-0.2143352755947533,False
